selected_site,Z,pop_dev,cost_over,water_short,env_short
Boughrara,32983.4032,278.55774,512.76292,0.0,0.0
Boughrara,33966.2748,288.26547,513.97278,0.0,0.0
Boughrara,31540.3352,267.93211,474.71242,0.0,0.0
Boughrara,33765.1272,290.63159,470.19682,0.0,0.0
Boughrara,31743.9825,269.83108,476.08745,0.0,0.0
Rjim_Maatoug,34984.296504000005,298.39316,512.01153,1.2432602,0.0
Boughrara,32422.6452,264.11148,601.14972,0.0,0.0
Rjim_Maatoug,32038.827842,267.51773,526.32382,1.1908321,0.0
Boughrara,29670.6373,252.53349,441.72883,0.0,0.0
Rjim_Maatoug,28788.782898,232.27059,553.85766,1.1573649,0.0
Rjim_Maatoug,31024.251916,261.21158,487.56089,1.3742508,0.0
Rjim_Maatoug,31072.134436,261.60861,488.7081,1.2096218,0.0
Boughrara,34681.3248,296.77451,500.38738,0.0,0.0
Rjim_Maatoug,32753.094391749997,272.17084,550.97289,1.1968083,0.46906515
Rjim_Maatoug,28509.52904,231.49015,533.5591,1.246152,0.0
Boughrara,29437.0962,249.27997,450.90992,0.0,0.0
Boughrara,29059.544899999997,240.25724,503.38209,0.0,0.0
Boughrara,33634.905699999996,279.98296,563.66097,0.0,0.0
Boughrara,30895.317600000002,265.08058,438.72596,0.0,0.0
Rjim_Maatoug,33534.5711,275.84976,592.37693,1.29129,0.0
Rjim_Maatoug,31040.475086,255.36791,547.89161,1.2383993,0.0
Rjim_Maatoug,35946.620416000005,314.23593,450.05765,1.1225458,0.0
Rjim_Maatoug,31046.975596000004,267.37927,428.25832,1.3232698,0.0
Rjim_Maatoug,31397.312642000004,253.54256,601.57714,1.3642621,0.0
Boughrara,33470.3414,289.25717,454.46244,0.0,0.0
Rjim_Maatoug,30274.69244,250.02129,524.75715,1.249597,0.0
Rjim_Maatoug,29139.063525999998,237.53345,536.43557,1.0681413,0.0
Rjim_Maatoug,29425.099860000002,244.5343,494.5125,1.327243,0.0
Rjim_Maatoug,35259.473143999996,295.9401,563.99178,1.2772672,0.0
Boughrara,29424.840899999996,249.539,447.09409,0.0,0.0
Boughrara,30524.2655,248.40644,568.36215,0.0,0.0
Boughrara,29106.418999999998,240.97311,500.9108,0.0,0.0
Rjim_Maatoug,32405.263840505,249.51822,742.69188,1.3048063,0.085382901
Rjim_Maatoug,32915.575354,285.12161,437.94542,1.1980077,0.0
Boughrara,36346.2556,318.7278,447.34756,0.0,0.0
Boughrara,29936.2583,257.79223,415.70353,0.0,0.0
Rjim_Maatoug,36823.146278,310.87538,570.94163,1.3095989,0.0
Boughrara,27951.8509,235.83761,436.80899,0.0,0.0
Boughrara,32040.0528,274.88762,455.12908,0.0,0.0
Rjim_Maatoug,28207.671358,226.95173,548.82307,1.2133829,0.0
Boughrara,32413.4894,275.93906,481.95834,0.0,0.0
Rjim_Maatoug,27971.259751999998,226.69474,527.68841,1.2450826,0.0
Rjim_Maatoug,30805.446666,252.25937,555.0969,1.4270333,0.0
Boughrara,30978.2443,264.52185,452.60593,0.0,0.0
Rjim_Maatoug,32012.984539999998,260.08304,598.26026,1.103897,0.0
Rjim_Maatoug,33878.72455,279.16549,593.64194,1.2878075,0.0
Boughrara,29970.099299999998,254.05763,456.43363,0.0,0.0
Rjim_Maatoug,29803.092319999996,248.72566,490.70741,1.172611,0.0
Boughrara,32163.683600000004,258.8471,627.89736,0.0,0.0
Rjim_Maatoug,35894.664727999996,297.4949,611.99557,1.2609514,0.0
Rjim_Maatoug,32733.260557999998,276.25842,508.45372,1.1440679,0.0
Boughrara,33441.5649,295.52988,388.85769,0.0,0.0
Rjim_Maatoug,29907.068078,246.92637,518.54058,1.4512639,0.0
Boughrara,37276.7865,321.2855,514.82365,0.0,0.0
Rjim_Maatoug,32203.143738,274.60143,471.60846,1.3458069,0.0
Boughrara,34081.886999999995,292.33385,484.8502,0.0,0.0
Boughrara,30543.2068,247.36764,580.64428,0.0,0.0
Rjim_Maatoug,23870.296718,185.48379,529.86365,1.1640609,0.0
Boughrara,34136.3399,303.11161,382.51789,0.0,0.0
Rjim_Maatoug,32892.665314,272.69176,559.9171,1.2159157,0.0
Boughrara,29241.6453,243.22122,491.95233,0.0,0.0
Boughrara,30990.372499999998,264.50925,453.94475,0.0,0.0
Boughrara,30637.223400000003,261.94292,444.29314,0.0,0.0
Boughrara,30819.8126,266.25742,419.40706,0.0,0.0
Boughrara,34998.2815,294.21313,557.69685,0.0,0.0
Boughrara,33433.7428,281.49476,528.42668,0.0,0.0
Rjim_Maatoug,33423.546902,283.31381,506.70801,1.2542901,0.0
Boughrara,34313.1299,290.64189,524.89409,0.0,0.0
Rjim_Maatoug,30128.10794,241.20991,598.12428,1.293707,0.0
Boughrara,27179.449500000002,229.24362,425.50875,0.0,0.0
Rjim_Maatoug,35099.1602,286.3432,644.2681,1.10796,0.0
Rjim_Maatoug,33262.51821,271.32434,610.69831,1.1550555,0.0
Boughrara,30808.197,257.04798,510.3399,0.0,0.0
Boughrara,36373.1628,320.65395,430.77678,0.0,0.0
Boughrara,31732.8846,268.24428,490.84566,0.0,0.0
Boughrara,29875.815599999998,234.16955,645.88606,0.0,0.0
Boughrara,32836.0358,271.19557,571.64788,0.0,0.0
Rjim_Maatoug,30758.385682,255.30908,520.59607,1.0758491,0.0
Boughrara,31578.460900000002,277.26737,385.17239,0.0,0.0
Rjim_Maatoug,36702.843674,311.53902,552.8446,1.0247837,0.0
Boughrara,33478.4492,290.3895,443.94992,0.0,0.0
Boughrara,32770.888,279.48653,482.2235,0.0,0.0
Rjim_Maatoug,32998.165712,277.76422,519.26127,1.4565506,0.0
Rjim_Maatoug,33455.478032,282.02298,522.49804,1.4099816,0.0
Rjim_Maatoug,31409.366901999994,257.09594,567.35342,1.3119351,0.0
Boughrara,33045.4539,279.37536,510.79179,0.0,0.0
Rjim_Maatoug,32872.0452,274.54589,539.31294,1.21634,0.0
Boughrara,33480.2016,281.13464,536.67376,0.0,0.0
Boughrara,30930.986599999997,260.68965,486.20216,0.0,0.0
Rjim_Maatoug,30520.826808599995,256.9011,480.68838,1.1066678,0.33993052
Rjim_Maatoug,30383.086812,252.95281,506.13133,1.3246256,0.0
Boughrara,29000.6723716,242.77795,471.86747,0.21013358,0.0
Rjim_Maatoug,32293.131974000004,263.30291,593.90708,1.1885087,0.0
Boughrara,29553.1809,240.69875,548.33059,0.0,0.0
Boughrara,35516.977399999996,310.31104,448.58734,0.0,0.0
Boughrara,33136.9636,279.69371,516.75926,0.0,0.0
Boughrara,27746.8744,234.21187,432.56874,0.0,0.0
Rjim_Maatoug,29654.16354,247.62843,486.71471,1.208672,0.0
Boughrara,31348.914010960005,271.28617,421.88238,0.073660548,0.0
Boughrara,26858.073300000004,222.99473,455.86003,0.0,0.0
Rjim_Maatoug,28369.64169,219.48746,639.86423,1.1126695,0.0
Boughrara,34351.0648,295.6305,478.80148,0.0,0.0
Rjim_Maatoug,28104.462194,225.47448,553.45163,1.1248947,0.0
Boughrara,29937.2443,255.21086,441.61583,0.0,0.0
Rjim_Maatoug,36400.824433999995,295.44705,683.47982,1.0660617,0.0
Rjim_Maatoug,35480.249218000004,294.17883,603.20654,1.5150409,0.0
Boughrara,31618.3792,269.2643,469.19492,0.0,0.0
Boughrara,33949.386,300.99828,384.9558,0.0,0.0
Rjim_Maatoug,27319.153258,216.35118,566.09718,1.1531729,0.0
Rjim_Maatoug,32765.684021999998,273.29526,541.4194,1.0982011,0.0
Boughrara,33629.1458,288.65979,476.31668,0.0,0.0
Boughrara,29945.003900000003,236.96327,624.86769,0.0,0.0
Boughrara,29836.519699999997,250.25727,481.07927,0.0,0.0
Boughrara,28965.457199999997,237.28278,523.71792,0.0,0.0
Rjim_Maatoug,33489.748202,271.1437,635.15214,1.1928401,0.0
Boughrara,32912.8096,280.22587,489.02226,0.0,0.0
Boughrara,33627.1589,289.74667,465.24919,0.0,0.0
Rjim_Maatoug,32247.220504,266.46261,557.43496,1.3304952,0.0
Boughrara,32621.8718,286.15323,400.65488,0.0,0.0
Rjim_Maatoug,33962.459848,294.06257,453.09478,1.2627524,0.0
Rjim_Maatoug,32650.996208,270.11263,561.31956,1.3268804,0.0
Rjim_Maatoug,32348.082086,276.81971,464.54718,1.0319643,0.0
Rjim_Maatoug,30262.281204,236.62233,657.7733,1.1157602,0.0
Boughrara,33038.4869,284.0883,462.96569,0.0,0.0
Rjim_Maatoug,31521.501377999997,252.66008,623.15035,1.1994939,0.0
Boughrara,29808.727804899998,253.04528,450.23017,0.094905245,0.0
Rjim_Maatoug,30383.012450000002,251.58234,520.06664,1.2056025,0.0
Rjim_Maatoug,37879.15584,325.91879,526.34775,1.189967,0.0
Boughrara,33579.0229,293.84663,419.43599,0.0,0.0
Boughrara,28691.3564,242.74183,441.71734,0.0,0.0
Boughrara,33006.8281,282.72769,473.40591,0.0,0.0
Rjim_Maatoug,32398.876806,262.66831,610.93578,1.1344003,0.0
Boughrara,28428.5962,239.20799,450.77972,0.0,0.0
Boughrara,31881.733099999998,267.04638,517.70951,0.0,0.0
Boughrara,30583.4706,244.94618,608.88526,0.0,0.0
Rjim_Maatoug,35706.60527,286.67985,701.15999,1.3510185,0.0
Boughrara,35707.9827,294.67845,624.01377,0.0,0.0
Boughrara,32282.658799999997,276.49197,463.34618,0.0,0.0
Boughrara,30751.627,264.68852,428.2775,0.0,0.0
Rjim_Maatoug,31694.94679,263.78439,529.32901,1.1608845,0.0
Boughrara,30521.1234,244.57406,606.37174,0.0,0.0
Boughrara,32886.4353,286.86775,419.96603,0.0,0.0
Boughrara,34167.9456,300.91765,407.61806,0.0,0.0
Boughrara,31641.040800000002,263.58402,528.26388,0.0,0.0
Boughrara,30090.5101,254.57169,463.33411,0.0,0.0
Boughrara,31879.5621,271.34117,474.54451,0.0,0.0
Boughrara,33377.440899999994,284.39876,493.75649,0.0,0.0
Rjim_Maatoug,27396.901394,222.52209,511.84316,1.3130397,0.0
Boughrara,27041.0485,225.02596,453.84525,0.0,0.0
Boughrara,33544.82,286.08829,493.5991,0.0,0.0
Boughrara,33236.9213,287.90859,444.60623,0.0,0.0
Rjim_Maatoug,26265.439198,201.03527,613.90144,1.1448899,0.0
Rjim_Maatoug,32655.019140000004,269.05513,572.60748,1.171567,0.0
Rjim_Maatoug,32289.092788,261.49139,611.62267,1.1863544,0.0
Rjim_Maatoug,31566.235778,248.55877,668.48239,1.2767439,0.0
Boughrara,33855.412599999996,292.69167,458.62456,0.0,0.0
Boughrara,24512.612,193.68826,514.3786,0.0,0.0
Boughrara,30578.7638,260.92216,448.65478,0.0,0.0
Boughrara,31049.7513,260.27791,502.19603,0.0,0.0
Boughrara,29494.5494,250.45942,444.86074,0.0,0.0
Boughrara,30471.351300000002,264.9594,397.54113,0.0,0.0
Rjim_Maatoug,32680.082472000002,270.09386,564.88677,1.0914386,0.0
Rjim_Maatoug,30725.813656,260.80447,461.8277,1.3544828,0.0
Boughrara,29990.1207,247.05245,528.48757,0.0,0.0
Boughrara,36313.071599999996,322.31593,408.14786,0.0,0.0
Rjim_Maatoug,33603.009852,276.15807,596.18363,1.2683276,0.0
Rjim_Maatoug,32978.662459650004,268.74262,608.08366,1.0831334,0.38023833
Boughrara,34962.9574,300.89845,487.31124,0.0,0.0
Boughrara,32720.999299999996,286.43001,407.79983,0.0,0.0
Rjim_Maatoug,35927.489158,298.66319,603.40828,1.3543679,0.0
Boughrara,26428.9538,215.21193,490.77608,0.0,0.0
Rjim_Maatoug,24517.470994,198.46949,464.72656,1.1628197,0.0
Rjim_Maatoug,34750.237402,297.14039,500.45523,1.5823051,0.0
Rjim_Maatoug,34002.373202,285.00402,547.92121,1.1379551,0.0
Rjim_Maatoug,30126.990676,253.7638,472.27049,1.3952888,0.0
Rjim_Maatoug,29447.700269999998,245.18586,490.33465,1.2883885,0.0
Boughrara,31434.7673,271.06624,432.81433,0.0,0.0
Boughrara,32759.648999999998,283.49629,441.002,0.0,0.0
Boughrara,29555.867199999997,252.28954,432.69132,0.0,0.0
Boughrara,28471.7719,238.24562,464.72099,0.0,0.0
Boughrara,35410.0088,295.22232,588.77768,0.0,0.0
Boughrara,32116.8069,275.73001,454.38059,0.0,0.0
Boughrara,30101.192799999997,250.8023,502.09628,0.0,0.0
Boughrara,26852.066499999997,225.25759,432.63075,0.0,0.0
Rjim_Maatoug,32979.721972,269.62046,599.39153,1.1880336,0.0
Rjim_Maatoug,31245.174713999997,250.76276,614.80966,1.0401057,0.0
Boughrara,30888.899999999998,260.44273,484.4627,0.0,0.0
Boughrara,30587.695200000002,269.41629,364.60662,0.0,0.0
Rjim_Maatoug,25604.422215849998,201.17654,546.01268,1.2348193,0.38900597
Boughrara,28624.1686,243.92616,423.15526,0.0,0.0
Boughrara,33202.8732,281.20751,508.21222,0.0,0.0
Boughrara,32433.4168,277.0453,472.88868,0.0,0.0
Boughrara,31441.873199999995,261.08408,533.34652,0.0,0.0
Boughrara,31406.6528,258.64772,554.18808,0.0,0.0
Rjim_Maatoug,28358.929133999998,228.60403,547.5685,1.1420567,0.0
Rjim_Maatoug,32055.317500475,260.1193,601.98843,1.1555872,0.078291295
Rjim_Maatoug,35969.299614,306.5792,528.93836,1.0998007,0.0
Rjim_Maatoug,35422.782588,289.13867,648.40031,1.2456244,0.0
Rjim_Maatoug,30241.664542000002,247.83967,543.10717,1.3312921,0.0
Rjim_Maatoug,31083.557914,253.54519,570.10338,1.4002557,0.0
Boughrara,33883.3066,284.5384,542.94666,0.0,0.0
Rjim_Maatoug,35186.546292,297.57567,540.24828,1.3248246,0.0
Boughrara,34309.9115,282.71225,603.86865,0.0,0.0
Boughrara,31111.411,267.74098,433.7313,0.0,0.0
Boughrara,30495.624,250.01888,549.3736,0.0,0.0
Boughrara,32121.165100000002,274.04469,471.66961,0.0,0.0
Rjim_Maatoug,34646.94929,295.59454,506.07546,1.3370345,0.0
Rjim_Maatoug,36232.74181,309.56885,525.07613,1.2547755,0.0
Boughrara,31931.7544,270.20844,491.09104,0.0,0.0
Boughrara,30277.556500000002,259.42135,433.54215,0.0,0.0
Boughrara,33367.3292,287.4272,462.46092,0.0,0.0
Boughrara,31027.712,263.63418,466.4294,0.0,0.0
Rjim_Maatoug,32257.895505999997,264.64489,576.72778,1.3064353,0.0
Rjim_Maatoug,33330.679972,278.99879,540.6988,1.1906486,0.0
Boughrara,33859.224200000004,277.60827,609.83972,0.0,0.0
Boughrara,32425.8186,278.41783,458.40356,0.0,0.0
Boughrara,29353.6508,246.56356,469.72948,0.0,0.0
Boughrara,30278.268500000002,259.07792,437.04765,0.0,0.0
Boughrara,32635.9537,273.99393,523.65607,0.0,0.0
Boughrara,30068.025100000003,253.12419,475.56061,0.0,0.0
Boughrara,28788.704,232.48131,554.0573,0.0,0.0
Rjim_Maatoug,32318.361994000003,270.18114,527.37671,1.3240447,0.0
Boughrara,32581.724599999998,278.359,474.58246,0.0,0.0
Rjim_Maatoug,34659.745476000004,295.41559,509.0656,1.3765238,0.0
Boughrara,29769.7686,248.2495,494.48186,0.0,0.0
Boughrara,34143.9609,293.00606,484.33549,0.0,0.0
Boughrara,34194.2522,285.02403,569.18492,0.0,0.0
Rjim_Maatoug,32264.221610000004,259.6471,627.72451,1.1133255,0.0
Rjim_Maatoug,29143.841395999996,244.85583,463.32581,1.2500148,0.0
Rjim_Maatoug,24661.265550000004,193.3599,530.02246,1.2525475,0.0
Rjim_Maatoug,36933.451392,322.44646,465.91528,1.4826296,0.0
Rjim_Maatoug,31082.800376,256.93188,536.28818,1.3365288,0.0
Boughrara,28506.3347,239.47291,455.90437,0.0,0.0
Boughrara,33645.8803,282.6685,537.90303,0.0,0.0
Boughrara,31801.4752,267.85227,501.62482,0.0,0.0
Rjim_Maatoug,33466.287703999995,273.03574,613.96258,1.1543952,0.0
Boughrara,29040.847100000003,236.64867,537.59801,0.0,0.0
Boughrara,33920.0417,291.97753,472.22887,0.0,0.0
Rjim_Maatoug,33243.807838,269.07148,631.14278,1.2616019,0.0
Rjim_Maatoug,31002.622001999996,255.24828,544.88398,1.4477101,0.0
Rjim_Maatoug,34979.570148,289.3057,602.46774,1.2161374,0.0
Boughrara,32934.01119999999,278.69451,506.45602,0.0,0.0
Boughrara,30738.9721,259.22902,481.60701,0.0,0.0
Boughrara,27758.486900000004,225.95757,516.27299,0.0,0.0
Boughrara,34546.2059,294.12093,513.41129,0.0,0.0
Boughrara,31307.131,270.06418,430.0713,0.0,0.0
Boughrara,34042.2043,288.90846,515.13583,0.0,0.0
Rjim_Maatoug,29777.754141999998,240.95233,565.89072,1.1806971,0.0
Boughrara,35319.2978,307.70878,454.84198,0.0,0.0
Rjim_Maatoug,29484.703836,246.24369,483.80182,1.1158318,0.0
Rjim_Maatoug,31869.729386,265.1597,532.93349,1.2212243,0.0
Boughrara,32998.8509,276.15938,538.29129,0.0,0.0
Boughrara,36280.81449999999,308.52149,542.86655,0.0,0.0
Rjim_Maatoug,32535.879364,266.21156,589.41687,1.0277332,0.0
Boughrara,33895.0491,297.97902,409.71471,0.0,0.0
Boughrara,28431.7002,235.47464,488.42362,0.0,0.0
Boughrara,32357.2439,267.99914,555.73299,0.0,0.0
Rjim_Maatoug,27734.174592,223.91744,532.01473,1.1141646,0.0
Boughrara,33550.272300000004,287.68639,478.16333,0.0,0.0
Boughrara,29064.5706,245.24362,454.02086,0.0,0.0
Rjim_Maatoug,28969.552872,236.66913,527.84929,1.2073486,0.0
Boughrara,32934.6922,271.62845,577.18472,0.0,0.0
Boughrara,31402.550900000002,257.13484,568.90669,0.0,0.0
Boughrara,31253.702000000005,263.46766,490.6936,0.0,0.0
Boughrara,28654.610599999996,250.52935,360.16756,0.0,0.0
Rjim_Maatoug,31257.329622,261.50747,508.2729,1.1926811,0.0
Rjim_Maatoug,32685.1037,274.16976,524.18811,1.31233,0.0
Boughrara,32757.272299999997,282.20005,453.72673,0.0,0.0
Boughrara,31816.190000000002,265.40951,527.5239,0.0,0.0
Rjim_Maatoug,32134.693820000004,271.69328,494.022,1.257291,0.0
Boughrara,32207.7255,275.35645,467.20805,0.0,0.0
Boughrara,32521.515699999996,275.20721,500.07947,0.0,0.0
Boughrara,32405.5243,270.3217,537.33543,0.0,0.0
Boughrara,33317.2601354,280.20029,529.26472,0.22919677,0.0
Boughrara,34412.7027,288.10053,560.26497,0.0,0.0
Boughrara,29172.3994,236.77835,549.45644,0.0,0.0
Boughrara,33685.57000000001,280.97354,558.8216,0.0,0.0
Boughrara,30671.7287,268.44386,382.73427,0.0,0.0
Rjim_Maatoug,30776.364621999997,258.88485,486.18086,1.3035511,0.0
Boughrara,29829.433599999997,251.87847,464.15866,0.0,0.0
Boughrara,32640.5713,273.96665,524.39063,0.0,0.0
Boughrara,33555.8953,276.99429,585.64663,0.0,0.0
Boughrara,28872.3468,239.52291,492.00558,0.0,0.0
Boughrara,38158.4611,321.38195,602.02661,0.0,0.0
Boughrara,31936.024,269.41966,499.4058,0.0,0.0
Rjim_Maatoug,33160.81106,285.40542,459.92733,1.049788,0.0
Boughrara,28638.7448,238.80607,475.81378,0.0,0.0
Rjim_Maatoug,36901.269382,324.35022,444.32839,1.1481741,0.0
Boughrara,34674.1964,292.39175,543.50214,0.0,0.0
Boughrara,28592.363699999998,242.16992,437.53717,0.0,0.0
Rjim_Maatoug,27144.487139999997,224.92135,463.04156,1.096827,0.0
Rjim_Maatoug,29345.514746,240.56415,526.56996,1.1700073,0.0
Rjim_Maatoug,29374.7896,243.81551,496.37167,1.476095,0.0
Rjim_Maatoug,34764.827428,289.32406,580.67845,1.2818464,0.0
Boughrara,32512.3917,281.79337,433.30547,0.0,0.0
Boughrara,29048.147399999998,247.01242,434.69054,0.0,0.0
Rjim_Maatoug,32201.120042000002,264.88765,568.62253,1.3064871,0.0
Rjim_Maatoug,32984.571022,274.62107,549.57057,1.3379161,0.0
Boughrara,31383.5322,264.55723,492.78092,0.0,0.0
Boughrara,33184.1515,289.0675,427.74015,0.0,0.0
Rjim_Maatoug,33341.058103999996,279.5334,536.32488,1.2234652,0.0
Rjim_Maatoug,33911.274006,286.79269,520.43152,1.3844903,0.0
Boughrara,31037.0312,267.42001,429.50302,0.0,0.0
Boughrara,29683.738,256.95744,398.7994,0.0,0.0
Boughrara,33975.6589,294.75799,449.98599,0.0,0.0
Boughrara,31176.1672,258.97135,527.90322,0.0,0.0
Rjim_Maatoug,32158.90844,268.72529,526.10739,1.265277,0.0
Rjim_Maatoug,28231.168942,228.21658,538.56832,1.1913871,0.0
Boughrara,29125.6656,236.8186,544.38056,0.0,0.0
Rjim_Maatoug,33874.938054000006,275.30632,632.16259,1.1340077,0.0
Boughrara,28965.064700000003,237.39988,522.50767,0.0,0.0
Boughrara,31747.0382,261.09891,563.71472,0.0,0.0
Rjim_Maatoug,27954.33273,229.96012,493.27653,1.2777715,0.0
Boughrara,36882.8815,320.58019,482.48625,0.0,0.0
Boughrara,33373.8267,283.27715,504.61117,0.0,0.0
Boughrara,26233.6711,217.91606,444.20651,0.0,0.0
Rjim_Maatoug,33246.501486,281.03859,511.53295,1.3656493,0.0
Boughrara,32456.569,271.52231,530.4338,0.0,0.0
Rjim_Maatoug,36148.410174,297.29338,639.32083,1.2931937,0.0
Rjim_Maatoug,30114.022706000003,239.25191,616.26621,1.3084803,0.0
Boughrara,27236.958400000003,224.66595,477.03634,0.0,0.0
Rjim_Maatoug,34273.2758,282.0066,604.90498,1.1783,0.0
Boughrara,28064.923000000003,222.67933,579.699,0.0,0.0
Rjim_Maatoug,32759.64305,268.82722,585.51428,1.0889125,0.0
Boughrara,31685.3015,274.79937,420.53645,0.0,0.0
Boughrara,30852.7712,263.05822,454.69492,0.0,0.0
Boughrara,31048.375500000002,259.97055,505.13205,0.0,0.0
Rjim_Maatoug,31599.697452,269.45029,462.74235,1.3622476,0.0
Boughrara,33404.1897,283.4938,505.48097,0.0,0.0
Rjim_Maatoug,34425.053764000004,284.19642,598.3691,1.0860382,0.0
Rjim_Maatoug,35026.049,285.49563,645.22603,1.211285,0.0
Rjim_Maatoug,34117.150504,284.96432,559.22988,1.4209852,0.0
Rjim_Maatoug,33138.747744,280.23169,508.74563,1.4061222,0.0
Boughrara,28569.708100000003,247.1331,385.63981,0.0,0.0
Boughrara,32068.450200000003,268.63938,520.45122,0.0,0.0
Rjim_Maatoug,32468.053782000003,273.80085,506.65713,1.0698741,0.0
Boughrara,30901.0038,261.57282,474.37218,0.0,0.0
Rjim_Maatoug,31638.042110000002,262.74785,533.59355,1.3660805,0.0
Rjim_Maatoug,30062.128941999996,245.6563,547.13624,1.2568271,0.0
Rjim_Maatoug,31850.215134,260.48312,577.94703,1.1216417,0.0
Boughrara,35517.7843,319.10104,360.76803,0.0,0.0
Rjim_Maatoug,31941.388335999996,258.06735,610.70674,1.3792968,0.0
Boughrara,34823.8734,300.98754,472.51194,0.0,0.0
Boughrara,31650.775500000003,273.50742,430.00335,0.0,0.0
Rjim_Maatoug,33868.728472,283.68264,547.81877,1.1138386,0.0
Boughrara,31138.441700000003,257.48973,538.94687,0.0,0.0
Rjim_Maatoug,28402.88417355,224.95064,588.32561,1.0562044,0.68799711
Rjim_Maatoug,37213.574684,319.48874,524.37145,1.0493092,0.0
Rjim_Maatoug,30846.696706000002,246.92665,612.76034,1.3214153,0.0
Boughrara,31324.2062,255.89934,573.42722,0.0,0.0
Boughrara,35129.082200000004,303.71911,475.71712,0.0,0.0
Rjim_Maatoug,30513.187793999998,237.39962,674.74125,1.2906647,0.0
Boughrara,31233.7696,260.37022,519.67476,0.0,0.0
Boughrara,26316.8613,214.25408,489.14533,0.0,0.0
Boughrara,34989.0418,299.24097,506.49448,0.0,0.0
Rjim_Maatoug,30596.516987999996,256.02918,496.79992,1.2799894,0.0
Boughrara,33035.3974,282.56813,477.85844,0.0,0.0
Boughrara,32797.3642,282.94448,450.29162,0.0,0.0
Boughrara,30745.333899999998,257.4805,499.72839,0.0,0.0
Rjim_Maatoug,33115.69782,276.15585,547.50958,1.250851,0.0
Rjim_Maatoug,32415.471080000003,258.50358,653.9385,1.286404,0.0
Boughrara,35355.413499999995,306.63577,469.18365,0.0,0.0
Rjim_Maatoug,32868.994144,278.47816,499.26676,1.4255272,0.0
Boughrara,31874.3322,272.32821,464.15112,0.0,0.0
Rjim_Maatoug,31650.961973999998,258.93591,573.41069,1.1632037,0.0
Boughrara,31332.4335,265.55032,477.74015,0.0,0.0
Rjim_Maatoug,31215.23305,259.89507,520.03921,1.2666975,0.0
Boughrara,27655.174400000004,229.02153,475.30214,0.0,0.0
Boughrara,30281.9071,259.49328,433.25791,0.0,0.0
Boughrara,31433.1745,261.08008,532.51665,0.0,0.0
Boughrara,29607.9857,251.61378,444.66077,0.0,0.0
Boughrara,29243.0487,235.34488,570.85607,0.0,0.0
Rjim_Maatoug,29329.524096,243.79695,492.70603,1.1384398,0.0
Boughrara,35540.3815,299.46749,559.36325,0.0,0.0
Boughrara,31084.014799999997,265.4838,453.56348,0.0,0.0
Boughrara,30332.043299999998,256.5533,467.67133,0.0,0.0
Rjim_Maatoug,29363.197598,227.47735,658.825,1.3606299,0.0
Rjim_Maatoug,34224.620326,279.03923,629.32737,1.3711813,0.0
Rjim_Maatoug,27444.595932,225.7136,484.96815,1.1777216,0.0
Boughrara,31586.9015,253.51088,623.58135,0.0,0.0
Rjim_Maatoug,31648.681854000002,259.83544,563.92818,1.2928027,0.0
Boughrara,33294.341700000004,286.67961,462.63807,0.0,0.0
Rjim_Maatoug,35051.935725999996,294.5757,556.71305,1.3617613,0.0
Boughrara,34786.9842,307.58616,402.83682,0.0,0.0
Boughrara,31254.670700000002,270.61894,419.27767,0.0,0.0
Rjim_Maatoug,33743.04982199999,277.89014,592.99092,1.2063311,0.0
Boughrara,32715.8263,284.06416,430.94103,0.0,0.0
Boughrara,31470.227,258.9086,557.9367,0.0,0.0
Rjim_Maatoug,30740.62537,259.99084,471.68545,1.2343435,0.0
Rjim_Maatoug,29570.84043,238.50195,569.58057,1.2419865,0.0
Boughrara,27697.5078,231.26098,457.14098,0.0,0.0
Boughrara,31032.5428,270.92598,393.99448,0.0,0.0
Boughrara,33165.3031,284.88644,467.66591,0.0,0.0
Rjim_Maatoug,34308.023482000004,288.58078,542.29564,1.3494541,0.0
Boughrara,31283.436199999996,265.6081,472.26262,0.0,0.0
Rjim_Maatoug,33424.90423,276.95209,570.2998,1.3348615,0.0
Rjim_Maatoug,32859.578348,265.04459,633.04356,1.2341874,0.0
Rjim_Maatoug,31856.599236000002,270.97725,473.3701,1.2586618,0.0
Boughrara,32229.0281,270.88728,514.03001,0.0,0.0
Rjim_Maatoug,30517.975276999998,243.28797,616.92322,0.99730385,0.0
Rjim_Maatoug,32292.381277999997,264.79668,578.57647,1.3474289,0.0
Boughrara,29508.6938,244.59856,504.88378,0.0,0.0
Boughrara,32015.8276,267.04075,531.17526,0.0,0.0
Rjim_Maatoug,36306.670446000004,303.94529,588.58031,1.3169173,0.0
Rjim_Maatoug,32045.655868,266.93779,532.53034,1.3286734,0.0
Boughrara,33872.9901,295.69482,430.35081,0.0,0.0
Rjim_Maatoug,29757.803234,236.9621,603.09901,1.5301567,0.0
Boughrara,30031.9563,244.35148,559.68083,0.0,0.0
Rjim_Maatoug,33266.236444,276.35453,560.37631,1.3510172,0.0
Rjim_Maatoug,31335.095222,255.32771,577.71901,1.2567061,0.0
Boughrara,33016.6819,279.16127,510.05549,0.0,0.0
Rjim_Maatoug,29288.206068000003,232.84538,597.87383,1.2464884,0.0
Boughrara,28880.8588,238.67561,501.32978,0.0,0.0
Rjim_Maatoug,31959.869678000003,272.97607,463.92158,1.1523439,0.0
Rjim_Maatoug,29178.618001999996,232.49569,590.58434,1.1602801,0.0
