selected_site,Z,pop_dev,cost_over,water_short,env_short
Rjim_Maatoug,29454.451948,239.79326,545.22096,1.1458174,0.0
Rjim_Maatoug,31939.547824,265.10748,540.53077,1.1746062,0.0
Rjim_Maatoug,30873.324098,254.11948,543.82238,1.1576149,0.0
Rjim_Maatoug,31378.124924,261.43628,520.76044,1.3446262,0.0
Boughrara,23156.7199,186.623,449.44199,0.0,0.0
Rjim_Maatoug,31086.266364000003,259.45898,511.80394,1.1164482,0.0
Boughrara,32890.727199999994,283.39482,455.12452,0.0,0.0
Rjim_Maatoug,31999.187664,260.62594,591.37538,1.1419932,0.0
Boughrara,34338.1633,293.01893,503.62703,0.0,0.0
Boughrara,29804.5134,255.32804,427.17094,0.0,0.0
Rjim_Maatoug,31290.392214000003,263.58562,490.80069,1.1911657,0.0
Rjim_Maatoug,36212.511758,305.0059,568.96603,1.1130729,0.0
Boughrara,31204.572700000004,257.21922,548.26507,0.0,0.0
Boughrara,32732.524699999998,283.82851,434.96737,0.0,0.0
Boughrara,29739.930800000002,243.08454,543.14768,0.0,0.0
Rjim_Maatoug,32116.740328,268.25924,526.65358,1.2140264,0.0
Rjim_Maatoug,31106.989078000002,261.90312,489.12416,1.2717739,0.0
Rjim_Maatoug,29941.362022000005,238.97047,602.13358,1.1489611,0.0
Boughrara,29808.450100000002,255.93286,421.51641,0.0,0.0
Boughrara,32078.116499999996,274.11542,466.65745,0.0,0.0
Boughrara,33741.0207,276.1882,612.22007,0.0,0.0
Boughrara,34187.3277,284.24015,576.33127,0.0,0.0
Rjim_Maatoug,35076.648530000006,289.61437,608.75913,1.3810115,0.0
Boughrara,32125.8885,266.0486,552.10285,0.0,0.0
Boughrara,31061.5879,254.82251,557.93369,0.0,0.0
Boughrara,36031.2967,298.11237,622.00597,0.0,0.0
Boughrara,28359.4848574,247.43322,361.36524,0.12552287,0.0
Boughrara,29281.967000000004,250.89884,419.2083,0.0,0.0
Rjim_Maatoug,30150.898872,244.30416,569.23884,1.4047236,0.0
Boughrara,32301.738599999997,278.1713,448.46086,0.0,0.0
Rjim_Maatoug,27069.091274,215.54069,549.31365,1.0942887,0.0
Boughrara,30266.7274,249.22104,534.46234,0.0,0.0
Rjim_Maatoug,34946.939612,292.34467,568.82663,1.2103156,0.0
Boughrara,31942.3433,276.1243,432.99133,0.0,0.0
Boughrara,26658.82,217.83282,487.5538,0.0,0.0
Rjim_Maatoug,31707.860988,264.02643,527.92046,1.3006694,0.0
Boughrara,33280.9569,271.88003,609.29539,0.0,0.0
Boughrara,36530.4272,312.82304,524.81232,0.0,0.0
Boughrara,28296.7283,241.44287,415.24413,0.0,0.0
Rjim_Maatoug,31145.370639999997,257.40153,537.47242,1.524672,0.0
Boughrara,25236.2589,208.6129,437.49689,0.0,0.0
Boughrara,28653.158300000003,232.71942,538.12163,0.0,0.0
Boughrara,34734.5154,299.29731,480.47844,0.0,0.0
Boughrara,29031.035799999998,242.72222,475.88138,0.0,0.0
Boughrara,24872.4541,200.24124,484.83301,0.0,0.0
Boughrara,32156.3783,278.99451,425.69273,0.0,0.0
Rjim_Maatoug,32640.479573999997,272.80708,533.12596,1.4255987,0.0
Boughrara,26646.7194,214.53576,519.31434,0.0,0.0
Boughrara,32486.1429,272.95019,519.11239,0.0,0.0
Boughrara,25415.163,196.97411,571.7752,0.0,0.0
Boughrara,33138.3247,272.74027,586.42977,0.0,0.0
Rjim_Maatoug,38468.23272358,320.89559,635.36435,1.2265486,0.099850316
Rjim_Maatoug,29754.934061999997,258.04344,392.62578,1.2166131,0.0
Rjim_Maatoug,30785.936368000002,247.2399,603.68287,1.2558834,0.0
Boughrara,34711.65032840001,297.0948,499.57927,0.31888142,0.0
Rjim_Maatoug,31584.313426,249.80635,658.15082,1.1085113,0.0
Boughrara,30815.6407,260.83037,473.26037,0.0,0.0
Rjim_Maatoug,30089.497792000002,242.27439,583.56824,1.3188196,0.0
Rjim_Maatoug,31207.985335999998,263.66218,481.81447,1.1811318,0.0
Rjim_Maatoug,32286.539076,269.95623,526.55643,1.2675888,0.0
Boughrara,28317.5658,232.73539,504.40268,0.0,0.0
Boughrara,34989.9636,296.58779,533.11846,0.0,0.0
Rjim_Maatoug,30125.430194,249.34054,516.51212,1.3127497,0.0
Rjim_Maatoug,36679.574872,311.00469,555.31517,1.2977086,0.0
Rjim_Maatoug,32904.3223,279.22843,495.32205,1.41294,0.0
Rjim_Maatoug,34402.211643999995,301.72711,420.2232,1.3634322,0.0
Boughrara,33028.4548,272.87577,574.08778,0.0,0.0
Rjim_Maatoug,32224.387722000003,276.41457,456.24437,1.0243511,0.0
Boughrara,31896.182899999996,265.4736,534.88229,0.0,0.0
Rjim_Maatoug,34673.191644000006,292.08776,544.15088,1.1453422,0.0
Boughrara,31823.021399999998,267.1819,510.48314,0.0,0.0
Rjim_Maatoug,30786.364062,253.24547,543.81618,1.1827631,0.0
Boughrara,34122.8411,298.7928,424.35611,0.0,0.0
Rjim_Maatoug,30081.224548,242.97916,576.01677,1.1570424,0.0
Boughrara,32495.8132,286.33434,386.23792,0.0,0.0
Rjim_Maatoug,30254.09194,244.69271,576.17228,1.154907,0.0
Boughrara,31417.6425,264.68856,494.87865,0.0,0.0
Boughrara,34455.0537,292.19003,523.60507,0.0,0.0
Boughrara,30238.4136,250.09029,522.93846,0.0,0.0
Rjim_Maatoug,33006.915922,277.91175,519.18736,1.1933661,0.0
Boughrara,33857.336599999995,297.02065,415.52716,0.0,0.0
Boughrara,31532.6569,264.51474,508.11829,0.0,0.0
Boughrara,35424.5043,312.10421,421.40833,0.0,0.0
Rjim_Maatoug,32019.457354,257.37614,625.60888,1.2877277,0.0
Boughrara,30709.013000000003,257.98367,491.0646,0.0,0.0
Boughrara,31372.331000000002,267.15453,465.6878,0.0,0.0
Rjim_Maatoug,32772.186841999996,269.13897,583.48243,1.1732771,0.0
Boughrara,33841.248,284.12384,542.8864,0.0,0.0
Boughrara,26172.036099999998,212.26438,494.55981,0.0,0.0
Boughrara,30946.578899999997,264.65144,448.14349,0.0,0.0
Boughrara,32106.1931,274.16221,468.99721,0.0,0.0
Rjim_Maatoug,34548.175736000005,297.49777,477.12846,1.3557068,0.0
Rjim_Maatoug,34396.967308,287.58767,561.2053,1.3073654,0.0
Rjim_Maatoug,35861.643812,306.29449,520.53725,1.3411156,0.0
Rjim_Maatoug,29791.400982000003,242.49422,551.30936,1.4442691,0.0
Boughrara,33591.436700000006,286.148,497.66367,0.0,0.0
Boughrara,31737.5421,263.07176,543.03661,0.0,0.0
Boughrara,30665.567600000002,271.44954,352.06136,0.0,0.0
Boughrara,31039.288299999997,253.89949,564.93393,0.0,0.0
Rjim_Maatoug,33783.880686000004,287.01603,505.27366,1.4770543,0.0
Boughrara,28054.058900000004,223.71923,568.21359,0.0,0.0
Boughrara,29102.268599999996,243.9329,470.89786,0.0,0.0
Rjim_Maatoug,28467.759137,227.39201,570.88464,0.98558685,0.0
Rjim_Maatoug,34281.962898,295.931,466.78631,1.0499899,0.0
Boughrara,27004.327100000002,223.94,461.03271,0.0,0.0
Rjim_Maatoug,29349.660602205,239.11579,541.2413,1.2633972,0.080131641
Boughrara,28951.1001,236.36602,531.44981,0.0,0.0
Rjim_Maatoug,33613.549358000004,281.6784,542.24712,1.1619079,0.0
Rjim_Maatoug,30979.34955,260.96179,485.51227,1.4023925,0.0
Boughrara,29542.7278,243.41298,520.14298,0.0,0.0
Boughrara,32294.531500000005,267.25976,556.85555,0.0,0.0
Boughrara,32839.0239,276.15312,522.37119,0.0,0.0
Rjim_Maatoug,37276.08708,320.86123,516.59959,1.198409,0.0
Boughrara,31186.032858,265.71893,461.05935,0.1773179,0.0
Rjim_Maatoug,28973.985882,226.64395,628.44178,1.2586541,0.0
Rjim_Maatoug,32135.548698000002,249.11434,719.80137,1.3050499,0.0
Boughrara,35296.9864,307.10464,458.65224,0.0,0.0
Rjim_Maatoug,32689.420972000004,261.60755,650.58041,1.1430936,0.0
Boughrara,33968.5761,283.11419,565.71571,0.0,0.0
Boughrara,31379.1117852,264.69741,490.70814,0.11446926,0.0
Boughrara,31750.903000000002,264.75285,527.5618,0.0,0.0
Boughrara,31749.161099999998,282.81969,346.71921,0.0,0.0
Boughrara,31091.121199999998,263.96612,469.45092,0.0,0.0
Rjim_Maatoug,30945.584757999997,265.72198,435.00675,1.1659629,0.0
Rjim_Maatoug,34729.924474,294.14993,528.92015,1.2864987,0.0
Boughrara,28236.6997,228.32896,540.38037,0.0,0.0
Rjim_Maatoug,35168.220784,304.18164,472.65089,1.1773942,0.0
Rjim_Maatoug,37681.857058,319.21811,573.68613,1.1592379,0.0
Boughrara,35251.273651400006,292.86953,595.88259,0.27473757,0.0
Rjim_Maatoug,31464.137064,258.84646,555.59065,1.1792282,0.0
Rjim_Maatoug,32174.473366,267.85604,536.21341,1.3367633,0.0
Boughrara,34437.960399999996,290.72949,536.50114,0.0,0.0
Boughrara,30797.2762,264.40919,435.63572,0.0,0.0
Boughrara,29257.282499999998,235.94079,566.32035,0.0,0.0
Rjim_Maatoug,30657.761886,255.07455,512.6288,1.2009443,0.0
Boughrara,34405.6749,289.95876,540.97989,0.0,0.0
Boughrara,30057.6869,264.93726,356.39609,0.0,0.0
Rjim_Maatoug,33065.623882,278.91872,514.47737,1.4489091,0.0
Boughrara,32484.0731,278.55449,462.86241,0.0,0.0
Rjim_Maatoug,32958.821683999995,266.20712,631.47693,1.1670192,0.0
Rjim_Maatoug,28691.504316000002,224.48646,621.73365,1.2760908,0.0
Rjim_Maatoug,35295.930144,292.4659,602.58421,1.1749022,0.0
Rjim_Maatoug,32491.031576,267.90013,567.25999,1.4209338,0.0
Rjim_Maatoug,33173.771584,280.47375,510.45519,1.0922342,0.0
Rjim_Maatoug,29314.690436,250.48505,424.52847,1.0450368,0.0
Boughrara,29670.6888,253.22729,434.79598,0.0,0.0
Rjim_Maatoug,32749.991554,269.17064,581.16985,1.0614527,0.0
Rjim_Maatoug,35532.054277999996,308.15151,469.49764,1.0963439,0.0
Boughrara,29433.718199999996,256.11913,382.18052,0.0,0.0
Rjim_Maatoug,31745.058518000005,262.68328,545.57185,1.0506009,0.0
Rjim_Maatoug,35214.856798,298.53403,533.71029,1.2175449,0.0
Boughrara,30466.4733,258.68027,459.84463,0.0,0.0
Boughrara,29573.1368,252.36626,433.65108,0.0,0.0
Boughrara,33986.0565,286.64258,532.17985,0.0,0.0
Boughrara,32521.3285,276.88068,483.32605,0.0,0.0
Boughrara,33812.033899999995,284.4831,536.37239,0.0,0.0
Boughrara,32290.6405,280.57984,423.26565,0.0,0.0
Boughrara,34422.4919,291.57377,526.51149,0.0,0.0
Rjim_Maatoug,32996.36333000001,274.48297,552.18907,1.3087815,0.0
Boughrara,30409.4156,259.73391,443.60246,0.0,0.0
Rjim_Maatoug,30904.281666,257.71886,510.55051,1.3445283,0.0
Boughrara,31773.0302,266.6243,511.06002,0.0,0.0
Rjim_Maatoug,32977.70109,275.20129,543.51908,1.1190645,0.0
Rjim_Maatoug,33249.466322,262.34061,699.41531,1.0626111,0.0
Rjim_Maatoug,31705.642421999997,259.32439,574.83799,1.2411761,0.0
Rjim_Maatoug,34210.0908,285.57962,562.95227,1.130305,0.0
Boughrara,27595.543000000005,233.13086,428.2457,0.0,0.0
Boughrara,29804.949399999998,247.99692,500.52574,0.0,0.0
Boughrara,32519.2906,275.67235,495.20556,0.0,0.0
Boughrara,33574.7941,294.69478,410.53161,0.0,0.0
Rjim_Maatoug,35425.234064000004,292.97185,610.37671,1.2140982,0.0
Boughrara,30057.708700000003,246.04398,545.33107,0.0,0.0
Boughrara,30186.2105,260.33783,415.24275,0.0,0.0
Rjim_Maatoug,33353.256818,280.85413,524.09102,1.3466809,0.0
Boughrara,33971.711,292.34573,473.7138,0.0,0.0
Boughrara,34054.2292,298.81566,417.26632,0.0,0.0
Boughrara,34305.7413,298.05874,449.98673,0.0,0.0
